sme_id,year,state,sector,size_category,annual_revenue_ngn,innovations_adopted,innovation_intensity,constraints_faced,constraint_severity,revenue_growth_rate,profitability_rate,employee_growth_rate,digital_readiness_score,access_to_finance,government_support,num_employees,years_in_operation,export_orientation,formal_registration
104,2015,Niger,Services,Small (10-49),596358.84,,0.0,Technical Skills Gap; High Internet Costs; Limited R&D Investment; Government Policy Uncertainty; Competition from Large Firms; Limited Technical Support,3.72,6.08,13.22,-11.88,2.12,Easy,Moderate,12,21,No,No
105,2015,Imo,Mining,Micro (1-9),238885.19,,0.0,Regulatory Barriers; Competition from Large Firms; Limited Technical Support; Government Policy Uncertainty; Technical Skills Gap; Power Supply Issues,3.27,29.74,11.65,-2.21,3.31,Difficult,None,12,12,No,No
106,2015,Edo,Real Estate,Small (10-49),1480576.36,Smart Agriculture; Supply Chain Management; Mobile Payment System,0.188,Technical Skills Gap; Competition from Large Firms; Government Policy Uncertainty,3.41,10.62,12.73,5.72,1.94,Very Difficult,None,52,2,Yes,No
107,2015,Katsina,Food & Beverage,Micro (1-9),73461.66,Smart Agriculture; Data Analytics; Digital Marketing,0.188,Market Access; Technology Infrastructure; Government Policy Uncertainty; Financial Constraints,3.44,25.97,9.68,1.68,4.55,Very Difficult,None,32,12,No,No
108,2015,Ondo,Food & Beverage,Medium (50-249),12545811.26,AI/ML Tools; Blockchain Technology,0.125,Technology Infrastructure; Government Policy Uncertainty; High Internet Costs; Market Access; Technical Skills Gap; Digital Literacy; Limited Technical Support; Power Supply Issues,2.1,-2.15,9.73,21.17,1.99,Difficult,Moderate,140,10,No,Yes
109,2015,Katsina,Energy,Micro (1-9),227474.4,Online Learning Platform; Mobile Payment System; Financial Technology,0.188,Technology Infrastructure; Access to Credit; Financial Constraints; Competition from Large Firms; Talent Acquisition; Power Supply Issues; Digital Literacy; Market Access,3.5,42.28,1.53,11.91,1.88,Difficult,Moderate,15,3,No,Yes
110,2015,Ebonyi,Agriculture,Micro (1-9),106411.7,Telemedicine; Digital Marketing; Mobile Payment System; E-commerce Platform,0.25,Government Policy Uncertainty; Limited Technical Support; Technology Infrastructure; Talent Acquisition,1.38,15.39,12.68,3.32,4.93,Moderate,Minimal,155,5,No,No
111,2015,Kwara,Financial Services,Small (10-49),20091040.0,Data Analytics; Automation Software; AI/ML Tools; IoT Solutions,0.25,Limited Technical Support; Market Access; Regulatory Barriers; Technical Skills Gap; Financial Constraints; Infrastructure Limitations,1.93,30.68,-2.36,9.22,3.2,Moderate,None,144,4,No,No
112,2015,Ondo,Technology,Medium (50-249),6894091.28,Smart Agriculture; Cloud Computing,0.125,Infrastructure Limitations; Limited R&D Investment,2.62,-3.24,26.9,-1.89,4.22,Easy,None,183,15,Yes,No
113,2015,Katsina,Energy,Micro (1-9),1148624.79,,0.0,Talent Acquisition; Market Access; Infrastructure Limitations; Competition from Large Firms; Limited Technical Support,2.1,-8.23,6.11,-2.31,2.84,Moderate,None,58,4,Yes,No
114,2015,Gombe,Tourism,Micro (1-9),65457.18,Financial Technology; Blockchain Technology,0.125,Power Supply Issues; Technical Skills Gap; Limited R&D Investment,4.2,9.01,14.33,-14.72,3.8,Moderate,Significant,185,16,No,No
115,2015,Zamfara,Manufacturing,Micro (1-9),442517.26,Mobile Payment System; Blockchain Technology,0.125,Limited Technical Support; High Internet Costs; Technology Infrastructure; Infrastructure Limitations; Limited R&D Investment; Power Supply Issues; Competition from Large Firms; Talent Acquisition,3.13,-9.32,1.57,14.1,5.0,Moderate,Moderate,15,4,Yes,Yes
116,2015,Ebonyi,Healthcare,Medium (50-249),2045397.26,Financial Technology,0.062,Limited R&D Investment; Technical Skills Gap; Market Access; Regulatory Barriers; Limited Technical Support,1.24,34.75,17.16,6.17,4.17,Very Difficult,None,161,10,Yes,Yes
117,2015,Ebonyi,Transportation,Medium (50-249),623302.69,AI/ML Tools,0.062,Limited R&D Investment; Power Supply Issues; Financial Constraints; Government Policy Uncertainty; Technical Skills Gap; Competition from Large Firms,1.8,-5.41,13.01,25.47,2.65,Very Difficult,Moderate,68,21,Yes,No
118,2015,Niger,Transportation,Small (10-49),5235716.25,CRM Systems; Supply Chain Management; Data Analytics,0.188,Regulatory Barriers; Government Policy Uncertainty; Limited R&D Investment; Limited Technical Support; Digital Literacy; Market Access; Access to Credit; Technical Skills Gap,4.18,-9.96,2.8,1.15,5.0,Difficult,None,107,16,No,Yes
119,2015,Delta,Healthcare,Small (10-49),902185.44,Financial Technology; IoT Solutions,0.125,Government Policy Uncertainty; Technology Infrastructure; High Internet Costs,3.08,-2.89,14.26,-1.55,3.85,Difficult,None,120,4,No,Yes
120,2015,Delta,Manufacturing,Micro (1-9),297891.1,Online Learning Platform; Cloud Computing; Smart Agriculture,0.188,Limited R&D Investment; Technology Infrastructure; Power Supply Issues,3.83,17.35,5.46,-11.84,1.0,Difficult,None,41,16,No,Yes
121,2015,Kano,Financial Services,Micro (1-9),299416.12,Telemedicine; Cloud Computing; Smart Agriculture,0.188,Financial Constraints; Talent Acquisition; Market Access; Access to Credit; Power Supply Issues; Competition from Large Firms,2.59,41.27,2.46,15.9,3.26,Moderate,None,28,14,Yes,No
122,2015,Kwara,Tourism,Micro (1-9),220040.47,,0.0,Financial Constraints; Power Supply Issues; High Internet Costs; Regulatory Barriers; Technology Infrastructure; Government Policy Uncertainty; Market Access,4.41,8.48,13.01,3.93,4.85,Easy,Minimal,196,18,No,No
123,2015,Borno,Services,Medium (50-249),1938656.61,Financial Technology; Social Media Marketing; AI/ML Tools,0.188,Government Policy Uncertainty; Infrastructure Limitations; Regulatory Barriers; Power Supply Issues; High Internet Costs; Digital Literacy,4.47,17.14,17.52,-1.29,2.77,Difficult,None,36,23,No,No
124,2015,Sokoto,Financial Services,Micro (1-9),39124.52,Data Analytics; AI/ML Tools; CRM Systems; Telemedicine,0.25,Digital Literacy; Power Supply Issues; Competition from Large Firms,3.78,3.13,12.55,5.08,5.0,Difficult,Minimal,130,17,No,No
125,2015,Kano,Financial Services,Small (10-49),1486667.13,Supply Chain Management; Smart Agriculture,0.125,Digital Literacy; Power Supply Issues,1.53,45.97,9.69,-3.13,4.15,Moderate,Moderate,224,23,Yes,Yes
126,2015,Imo,Energy,Small (10-49),16505.06,Blockchain Technology; Financial Technology; Digital Marketing; CRM Systems,0.25,Infrastructure Limitations; High Internet Costs; Limited Technical Support; Competition from Large Firms; Power Supply Issues; Digital Literacy; Talent Acquisition; Regulatory Barriers,1.59,9.47,7.0,2.81,3.3,Easy,Moderate,29,7,Yes,Yes
127,2015,Niger,Services,Micro (1-9),307315.84,Online Learning Platform,0.062,Limited R&D Investment; Talent Acquisition; Competition from Large Firms; Government Policy Uncertainty; Financial Constraints; Infrastructure Limitations; High Internet Costs; Regulatory Barriers,4.86,-18.9,6.68,-31.77,3.73,Difficult,Significant,123,17,No,Yes
128,2015,Edo,Financial Services,Medium (50-249),5443533.53,Financial Technology; Supply Chain Management,0.125,Power Supply Issues; Access to Credit; Regulatory Barriers; Government Policy Uncertainty; Market Access,1.86,-3.56,25.62,20.8,2.82,Difficult,None,250,10,No,No
129,2015,Plateau,Healthcare,Micro (1-9),973712.5,Automation Software; Data Analytics; E-commerce Platform; CRM Systems,0.25,Talent Acquisition; Digital Literacy; Technology Infrastructure; Infrastructure Limitations; Market Access; Financial Constraints; Limited Technical Support,1.23,-0.07,8.72,0.5,1.93,Very Difficult,None,237,15,No,No
130,2015,Enugu,Technology,Small (10-49),1148163.85,Automation Software; Mobile Payment System,0.125,Power Supply Issues; Competition from Large Firms,1.25,-1.04,13.7,5.24,3.99,Difficult,None,172,17,Yes,Yes
131,2015,Anambra,Manufacturing,Micro (1-9),679271.06,Smart Agriculture; E-commerce Platform; Supply Chain Management; Social Media Marketing; Mobile Payment System,0.312,High Internet Costs,2.23,16.09,32.21,-8.16,2.82,Very Difficult,None,168,16,No,Yes
132,2015,Kaduna,Healthcare,Micro (1-9),139495.97,,0.0,Limited Technical Support; Power Supply Issues,1.78,23.54,2.12,-17.87,4.17,Moderate,Minimal,218,2,Yes,Yes
133,2015,Edo,Food & Beverage,Medium (50-249),12819516.43,Smart Agriculture; Mobile Payment System; Financial Technology,0.188,Talent Acquisition; Financial Constraints; Limited R&D Investment; Market Access; Power Supply Issues,4.08,8.05,10.78,0.19,3.17,Difficult,Moderate,86,10,No,No
134,2015,Taraba,Retail,Micro (1-9),458502.16,Telemedicine,0.062,Regulatory Barriers; Government Policy Uncertainty; Technical Skills Gap; Technology Infrastructure; Infrastructure Limitations,1.55,-3.61,-0.57,7.55,3.17,Difficult,Minimal,184,6,Yes,No
135,2015,Kaduna,Transportation,Small (10-49),1739202.53,AI/ML Tools,0.062,Limited R&D Investment; Digital Literacy; High Internet Costs; Technology Infrastructure; Technical Skills Gap; Talent Acquisition; Limited Technical Support,1.44,-21.29,30.23,-10.07,3.13,Moderate,None,83,8,Yes,Yes
136,2015,Gombe,Financial Services,Small (10-49),4207278.6,CRM Systems; Smart Agriculture,0.125,Market Access,2.9,-4.62,0.36,-15.45,5.0,Difficult,Minimal,16,22,Yes,Yes
137,2015,Ebonyi,Education,Small (10-49),532860.26,CRM Systems; Financial Technology; E-commerce Platform; Supply Chain Management; Data Analytics,0.312,Power Supply Issues; Regulatory Barriers; Limited R&D Investment; Infrastructure Limitations; Access to Credit; Competition from Large Firms,4.57,25.86,2.55,-15.27,2.47,Moderate,Significant,96,14,No,No
138,2015,Enugu,Tourism,Micro (1-9),146384.03,Mobile Payment System; Automation Software; Blockchain Technology; Telemedicine,0.25,Technical Skills Gap; Power Supply Issues; Talent Acquisition; Financial Constraints; High Internet Costs; Limited Technical Support,3.55,22.5,18.76,9.03,5.0,Moderate,Minimal,43,11,No,Yes
139,2015,Enugu,Mining,Micro (1-9),1060036.01,,0.0,Government Policy Uncertainty; Financial Constraints; Access to Credit; Infrastructure Limitations; High Internet Costs; Digital Literacy; Talent Acquisition; Limited R&D Investment,1.27,-9.61,12.85,6.33,5.0,Difficult,Minimal,79,24,Yes,Yes
140,2015,Abia,Mining,Micro (1-9),123651.27,,0.0,Digital Literacy,1.34,9.87,9.12,7.56,1.0,Moderate,None,16,3,No,Yes
141,2015,Niger,Services,Small (10-49),169834.37,Online Learning Platform; AI/ML Tools; IoT Solutions; Blockchain Technology; Smart Agriculture,0.312,Technical Skills Gap; Limited Technical Support; Limited R&D Investment; High Internet Costs; Infrastructure Limitations; Technology Infrastructure; Talent Acquisition,2.4,18.84,22.37,-0.58,2.42,Moderate,Minimal,136,5,Yes,No
142,2015,Adamawa,Construction,Micro (1-9),228445.34,Online Learning Platform; Automation Software; IoT Solutions; Cloud Computing; Social Media Marketing,0.312,Technology Infrastructure; Infrastructure Limitations; Market Access; Regulatory Barriers; Technical Skills Gap; Financial Constraints; Digital Literacy; Power Supply Issues,4.06,-2.26,20.97,-4.49,1.0,Moderate,None,153,2,No,Yes
143,2015,Anambra,Technology,Small (10-49),6934368.02,Telemedicine; Cloud Computing; Automation Software,0.188,Government Policy Uncertainty; Limited R&D Investment; Talent Acquisition; Financial Constraints,1.82,12.77,4.25,13.41,5.0,Easy,Significant,60,24,No,Yes
144,2015,Katsina,Technology,Micro (1-9),80819.25,Blockchain Technology,0.062,Market Access; Talent Acquisition; Financial Constraints; High Internet Costs; Power Supply Issues; Infrastructure Limitations; Digital Literacy,4.87,9.09,6.7,17.08,3.3,Difficult,None,89,21,No,No
145,2015,Katsina,Mining,Micro (1-9),224652.66,CRM Systems,0.062,Infrastructure Limitations; Government Policy Uncertainty; High Internet Costs; Access to Credit; Regulatory Barriers; Limited Technical Support; Market Access,3.33,19.84,17.46,-5.73,3.85,Very Difficult,None,119,2,No,No
146,2015,Yobe,Retail,Micro (1-9),317484.73,Automation Software,0.062,Technology Infrastructure; Limited Technical Support; Technical Skills Gap; Access to Credit,1.9,5.3,3.21,-19.97,5.0,Difficult,None,186,7,Yes,Yes
147,2015,Akwa Ibom,Real Estate,Micro (1-9),43310.48,IoT Solutions; Blockchain Technology; Cloud Computing; AI/ML Tools,0.25,Talent Acquisition; Financial Constraints; Regulatory Barriers; Government Policy Uncertainty; Technical Skills Gap,4.77,1.15,9.42,7.89,2.9,Difficult,Moderate,235,8,Yes,Yes
148,2015,Gombe,Retail,Micro (1-9),32576.17,Social Media Marketing; Blockchain Technology,0.125,Market Access; Talent Acquisition; Technology Infrastructure; High Internet Costs; Access to Credit; Limited Technical Support,4.26,22.38,10.85,8.82,2.75,Easy,Significant,121,25,No,No
149,2015,Kwara,Healthcare,Micro (1-9),1119972.5,Blockchain Technology; Financial Technology; Mobile Payment System; Digital Marketing,0.25,High Internet Costs; Power Supply Issues; Limited R&D Investment; Competition from Large Firms; Digital Literacy,4.37,22.01,18.69,-8.1,4.11,Moderate,None,59,13,Yes,Yes
150,2015,Kebbi,Construction,Small (10-49),1189938.29,Smart Agriculture; Blockchain Technology; Mobile Payment System,0.188,Infrastructure Limitations; Talent Acquisition; Competition from Large Firms; High Internet Costs; Access to Credit; Limited R&D Investment,4.75,8.96,15.78,-3.14,2.25,Very Difficult,Minimal,165,2,Yes,No
151,2015,Bauchi,Real Estate,Small (10-49),1757751.56,,0.0,Infrastructure Limitations; Limited R&D Investment; Limited Technical Support; Regulatory Barriers; Technical Skills Gap; Talent Acquisition; Financial Constraints,3.02,16.02,18.6,34.65,5.0,Moderate,Minimal,16,20,No,Yes
152,2015,Adamawa,Agriculture,Micro (1-9),16663.71,Digital Marketing; Smart Agriculture; Automation Software,0.188,High Internet Costs; Market Access; Financial Constraints; Talent Acquisition; Limited Technical Support,3.26,9.69,18.85,10.08,5.0,Moderate,Moderate,46,4,Yes,Yes
153,2015,Gombe,Technology,Small (10-49),2002229.82,Financial Technology; Data Analytics,0.125,Technical Skills Gap; Technology Infrastructure; Digital Literacy; Access to Credit; Power Supply Issues; Regulatory Barriers; Limited Technical Support,1.64,4.69,12.13,15.8,1.53,Moderate,Moderate,21,21,Yes,Yes
154,2015,Lagos,Education,Micro (1-9),763431.72,,0.0,Competition from Large Firms,1.82,2.07,26.83,10.25,1.05,Moderate,Minimal,112,21,No,Yes
155,2015,Benue,Food & Beverage,Micro (1-9),277485.29,,0.0,Regulatory Barriers; Limited R&D Investment; Competition from Large Firms; Power Supply Issues,2.42,12.73,24.96,-13.36,1.21,Moderate,None,20,22,No,No
156,2015,Zamfara,Energy,Micro (1-9),94369.44,Digital Marketing; Cloud Computing,0.125,Government Policy Uncertainty; Limited R&D Investment; Competition from Large Firms,4.51,-3.97,27.32,0.08,3.6,Difficult,Moderate,77,6,Yes,Yes
157,2015,Lagos,Energy,Small (10-49),2954636.67,Social Media Marketing; Smart Agriculture,0.125,Government Policy Uncertainty; Competition from Large Firms; Limited R&D Investment,2.57,34.05,5.77,20.13,2.17,Easy,Minimal,89,2,Yes,Yes
158,2015,Bauchi,Healthcare,Small (10-49),957111.11,Social Media Marketing; Smart Agriculture; AI/ML Tools; Digital Marketing,0.25,Government Policy Uncertainty; Access to Credit; Limited R&D Investment; Regulatory Barriers; Technology Infrastructure,2.92,-4.2,7.39,7.56,5.0,Difficult,None,48,22,No,Yes
159,2015,Kaduna,Tourism,Micro (1-9),1807240.16,,0.0,Market Access; Infrastructure Limitations,3.24,33.29,20.62,-2.8,4.69,Moderate,Moderate,40,24,No,Yes
160,2015,Benue,Manufacturing,Micro (1-9),161385.09,Telemedicine; AI/ML Tools,0.125,Technical Skills Gap; Infrastructure Limitations; Talent Acquisition; Limited R&D Investment; Digital Literacy,1.31,28.45,10.82,-0.6,4.45,Moderate,Minimal,105,4,Yes,Yes
161,2015,Yobe,Manufacturing,Micro (1-9),512146.63,Social Media Marketing; Digital Marketing,0.125,Digital Literacy; Talent Acquisition; Government Policy Uncertainty; Technical Skills Gap; High Internet Costs,4.15,-33.66,19.27,-0.33,1.61,Very Difficult,Significant,147,17,Yes,Yes
162,2015,Ebonyi,Services,Micro (1-9),59165.11,Smart Agriculture; Mobile Payment System,0.125,Infrastructure Limitations; Digital Literacy,1.88,6.44,25.47,13.27,1.36,Moderate,None,201,3,No,Yes
163,2015,Gombe,Mining,Small (10-49),11770875.37,IoT Solutions; Blockchain Technology; E-commerce Platform; Mobile Payment System,0.25,Financial Constraints; Digital Literacy; Technology Infrastructure; Power Supply Issues; Limited R&D Investment,3.54,3.19,14.58,19.89,2.65,Difficult,None,86,14,Yes,Yes
164,2015,Ekiti,Financial Services,Micro (1-9),685819.43,Supply Chain Management; Data Analytics; Financial Technology,0.188,Power Supply Issues; Government Policy Uncertainty; Regulatory Barriers; Technology Infrastructure; Digital Literacy; Market Access; Limited Technical Support; Competition from Large Firms,3.35,-20.95,8.05,-9.13,3.45,Easy,Minimal,152,18,Yes,Yes
165,2015,Yobe,Agriculture,Medium (50-249),135511.14,IoT Solutions; Blockchain Technology; Social Media Marketing,0.188,Limited R&D Investment; Competition from Large Firms; Technical Skills Gap; Digital Literacy; Limited Technical Support,2.19,24.2,10.6,0.48,3.92,Moderate,Minimal,62,9,Yes,No
166,2015,Lagos,Manufacturing,Micro (1-9),129245.21,Smart Agriculture; CRM Systems; IoT Solutions; Automation Software,0.25,High Internet Costs; Financial Constraints; Government Policy Uncertainty; Technology Infrastructure; Talent Acquisition; Power Supply Issues; Technical Skills Gap,2.93,29.64,12.06,27.88,5.0,Easy,None,171,12,Yes,Yes
167,2015,Akwa Ibom,Transportation,Medium (50-249),1435791.38,Social Media Marketing; Smart Agriculture; AI/ML Tools; Telemedicine; IoT Solutions,0.312,Financial Constraints; Technical Skills Gap,4.06,13.89,2.75,10.26,2.17,Moderate,Minimal,133,18,Yes,Yes
168,2015,Nasarawa,Financial Services,Small (10-49),1239507.1,Data Analytics; AI/ML Tools; Digital Marketing; Blockchain Technology,0.25,Market Access; Digital Literacy,1.28,10.35,11.43,2.59,1.62,Very Difficult,None,213,24,Yes,Yes
169,2015,Kebbi,Financial Services,Small (10-49),211013.94,Smart Agriculture; AI/ML Tools; Blockchain Technology; E-commerce Platform,0.25,Competition from Large Firms; Talent Acquisition; Access to Credit; Technology Infrastructure; Technical Skills Gap; Market Access; Financial Constraints; Limited Technical Support,4.63,-4.27,4.27,1.31,5.0,Easy,None,28,22,Yes,No
